premise,hypothesis,label
"Komme mit allen gut aus..Norweger, Schweden, Schweizer, Holländer, Finnen usw.",Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER 1. was hat die afd damit zu tun? 2. Der Staat und die Medien gehen gegen jeden vor der eine andere Meinung hat als sie! Jeder ist ein ""Nazi"" 3.haben Sie sich überhaupt schon mal mit Polizisten unterhalten?! 4. Manche Eltern, der Staat und die Presse unterstützen Schule schwänzen! Die Schulpflicht wird bei Seite geschoben! Es wird suggeriert, dass Gesetze nicht beachtet werden müssen.",Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER Oh weh das möchten wir uns garnicht vorstellen.,Dieser Kommentar ist ein Wahrheitsanspruch,2
"Was Herr @MODERATOR nicht verstanden hat: ""Heimat Deutschland – nur für Deutsche oder offen für alle?"" impliziert, dass es eine Welt gibt, in der Deutschland nicht meine Heimat sein kann, weil mein Vater vor über 50 Jahren vom deutschen Staat hergebeten wurde. Die Idee, die dahintersteckt, ist NPD- und in nicht kleiner werdenden Teilen AfDer-Propaganda.",Dieser Kommentar ist eine externe Quelle,2
@USER nicht Hass und Hetze - Realität,Dieser Kommentar ist eine Tatsachenbehauptung,2
setzt 5 Türken in die Runde oh sorry Neudeutsche dann kommt was raus..,Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER wenn man Rot dazumischt in jedem Fall.,Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER erzähl du lieber mal warum dich ausländer so sehr belasten,Dieser Kommentar ist ein Wahrheitsanspruch,2
Ich bin so froh das ich mir über das alles keinen Kopf zerbrechen muß😂😂,Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER kein Mensch kann etwas dafür, wenn Sie das intellektuell nicht verarbeiten können.",Dieser Kommentar ist ein Wahrheitsanspruch,2
""" je nach Rechnung 30-55 Milliarden € pro 1 Millionen Flüchtlinge drauf und wir haben mittlerweile knapp 2 Millionen im Land!"" Hab ich eigentlich schon mal gefragt wie verblödet dieses Volk schon geworden ist? Die Nettokosten sind weit aus geringer. Wie du weißt verschwindet das Geld nicht, sondern fließt wieder in unsere Wirtschaft.Wenn du das Geld wieder haben möchtest, dann muss die Wirtschaft entsprechend besteuert werden. Siehe z.B. die Entwicklung der Körperschaftssteuer in den letzen 3 Jahrzehnten. Zu dem, wie du weißt, steigt durch die Flüchtlinge die Nachfrage an Produkten. Es muss mehr produziert werden, dass wiederum mehr Arbeitsplätze und steigenden Umsatz bedeutet. ""In den letzten Jahren sind die Mieten wegen der zusätzlichen Konkurrenz durch die Flüchtlinge stärker gestiegen als in den Vorjahren, "" Hab ich eigentlich schon mal gefragt wie verblödet dieses Volk geworden ist? Oh ja hab ich schon. Die Anzahl von bezahlbaren Wohnungen hat sich in den letzen 15 Jahren halbiert. Es wird massiv seit 2005 im Bereich des sozialen Wohnungsraums eingespart.",Dieser Kommentar ist eine externe Quelle,0
"Ich lach mich kaputt! Das ist doch nicht mehr normal! Nochmal du Intelligenzverweigerer: Wenn 2 Millionen Menschen ins Land kommen, bei einer angespannten Wohnungssituation wo sowieso schon bezahlbarer Wohnraum fehlt, fehlen 2 Millionen Wohnungen mehr! Ist das noch zu fassen??? Was ist mit euch los? Ist normales Denken nicht mehr angesagt? Schon mal was von Logik gehört? Das ist eine Tatsache! Wie kann man das ignorieren?",Dieser Kommentar ist eine Tatsachenbehauptung,0
"ein Grund für den Stimmenverlust der großen Parteien liegt am mangelnden Populismus. Davon hat (die Grünen) auch die AfD profitiert, sie wurde immer als populistisch dargestellt das ist wohl die beste Werbung. POPULISMUS: ""Nähe zum Volk"" das ist beiden großen Parteien verloren gegangen...",Dieser Kommentar ist eine Tatsachenbehauptung,0
Sarazin ist ein rechtsradikaler Mensch. Ein Menschenhasser. Sie kennen nur Zerstörung. Die Geschichte hat es gezeigt.,Dieser Kommentar ist eine externe Quelle,0
So läuft das in Berlin: https://www.bz-berlin.de/berlin/kolumne/so-verhindert-rot-rot-gruen-ganz-aktiv-den-wohnungsbau-in-berlin?fbclid=IwAR0YlENHpg3gtEvIGViZueghHqEo4_zIDGXrrDQNhA4YF34JKWgVCRQmk00,Dieser Kommentar ist ein Wahrheitsanspruch,0
@USER Welcher deutsche Ureinwohner? Der Franke? Oder der Bayer oder Sachse? Welchen der vielen Autochthonen meinst Du?,Dieser Kommentar ist eine Tatsachenbehauptung,0
