premise,hypothesis,label
"Frau Barley,fehl am Platz,blablablabla.......Die soll mal mit 1000Euro auskommen,Schlaumeier.",Dieser Kommentar ist ein Wahrheitsanspruch,2
Muss man bei Islamisten erst warten bis sie was anstellen .,Dieser Kommentar ist ein Wahrheitsanspruch,2
Da kommt Merkel aus dem zittern nicht mehr raus,Dieser Kommentar ist eine externe Quelle,2
VW braucht Umsatz... nicht schlecht geplant... mit Hilfe der Klimahysterie die Leute zum Kauf neuer Autos zu bringen...,Dieser Kommentar ist eine externe Quelle,2
Manche sind aus Feigheit links und reden privat ganz anders.,Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER , sie verwechseln da etwas! Nicht die AfD ist Judenfeindlich, sondern viele der Neubürger.",Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER was hat der Flügelchef Bernd Höcke mit Demokratie zu tun? Er ist aus meiner Sicht ein lupenreiner Rechtsaußen und somit Antidemokrat. Den Bernd habe ich nur als Beispiel genannt. In der AfD wimmelt es von Funktionären und Anhängern die unsere freiheitlich demokratische Grundordnung nach ihrem rechtsextremen Weltbild verändern wollen.,Dieser Kommentar ist eine Tatsachenbehauptung,2
Na da Freut sich die Industrie was das diese Kosten wird!! Oder war damit wieder einmal Otto Normalbürger gemeint??,Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER Immer wieder das DDR Gelaber, kommt lieber mit Inhalten.",Dieser Kommentar ist ein Wahrheitsanspruch,2
Sehr bedenklich,Dieser Kommentar ist eine Tatsachenbehauptung,2
Da ist was dran,Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER Vorbildfunktion.,Dieser Kommentar ist ein Wahrheitsanspruch,2
"@MEDIUM, trotzdem bin ich verwundert, dass lediglich eine Grüne, die mit Heimat nichts zu tun hat, in der Runde sitzt, während aus dem politischen Ressort kein Vertreter anwesend ist. Warum niemand von der CSU oder gar weitergehend von der AfD? Die Konfrontation bei der Thematik zwischen den Randparteien könnte sehr aufschlussreich sein. Aber gut, ich lasse mich überraschen.",Dieser Kommentar ist ein Wahrheitsanspruch,2
warum fürs Ausland?,Dieser Kommentar ist eine externe Quelle,2
"@USER Wenn Sie Sekte mit Gemeinwohldenken verwechseln, dann vielleicht! Dass mich Menschen nicht ernst nehmen, die rein materiell eingestellt sind, bin ich gewohnt. Ist nichts Neues. Daher haben wir heute aber auch die Welt, die wir haben! Diese Leute stehen sich alle selbst im Weg, die eine bessere Welt wünschen aber über Leichen gehen.",Dieser Kommentar ist eine Tatsachenbehauptung,2
"Wer mit seinem Herkunftsland nicht verwurzelt ist, wird auch nie die Bedeutung von Heimat verstehen. Alles Andere ist nur ein Zuhause, meine Meinung🙂",Dieser Kommentar ist ein Wahrheitsanspruch,2
"Wer von ""Linksfaschisten"" schwadroniert, dem mangelt es vor allen Dingen an politischer und geschichtlicher Bildung und ist als Diskurspartner ungeeignet.",Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER und nun stelle dir die großen neubauviertel vor. Jeder hat sein Verlängerungskabel aus dem Fenster hängen. Und dann findest du keinen Parkplatz. 🤔,Dieser Kommentar ist ein Wahrheitsanspruch,2
@MEDIUM Ich könnte noch einiges dazu schreiben. Aber ich lass es lieber.,Dieser Kommentar ist eine Tatsachenbehauptung,2
